No.	TOKEN	NE-TAG	NE-EMB	GND-ID	url_id	left	right	top	bottom
0	eine	O	O	-	0	1191	1242	3884	3911
0	Art	O	O	-	0	1276	1320	3884	3911
0	vor	O	O	-	0	274	320	2669	2693
0	der	O	O	-	0	336	376	2667	2693
0	Naſe	O	O	-	0	393	455	2666	2696
0	zuſchließt	O	O	-	0	474	604	2666	2699
0	.	O	O	-	0	474	604	2666	2699
0		O	O	-	0	638	664	2667	2695
0	Da	O	O	-	0	638	664	2667	2695
0	iſt	O	O	-	0	667	726	2667	2698
0	zuerſt	O	O	-	0	744	818	2667	2699
0	der	O	O	-	0	835	876	2668	2695
0	mehrerwähnte	O	O	-	0	893	1082	2669	2700
0	Herr	O	O	-	0	1099	1163	2668	2701
0	Magnin	O	O	-	0	1179	1328	2669	2701
0	,	O	O	-	0	1179	1328	2669	2701
0	der	O	O	-	0	273	315	2698	2726
0	Finanzminiſter	O	O	-	0	332	543	2698	2731
0	.	O	O	-	0	332	543	2698	2731
0		O	O	-	0	576	617	2699	2732
0	In	O	O	-	0	576	617	2699	2732
0	der	O	O	-	0	642	682	2700	2727
0	politiſchen	O	O	-	0	707	841	2700	2732
0	Welt	O	O	-	0	859	923	2700	2728
0	iſt	O	O	-	0	952	980	2701	2732
0	dieſer	O	O	-	0	997	1069	2701	2733
0	Mann	O	O	-	0	1086	1169	2701	2729
0	nur	O	O	-	0	1187	1235	2709	2729
0	wenig	O	O	-	0	1252	1328	2702	2734
0	bei	O	O	-	0	273	310	3059	3087
0	der	O	O	-	0	337	378	3060	3087
0	Jahresbilanz	O	O	-	0	405	586	3059	3093
0	auf	O	O	-	0	615	659	3062	3093
0	der	O	O	-	0	687	728	3061	3089
0	Habet	O	O	-	0	755	916	3062	3093
0	-	O	O	-	0	755	916	3062	3093
0	Seite	O	O	-	0	755	916	3062	3093
0	notirt	O	O	-	0	945	1028	3064	3090
0	.	O	O	-	0	945	1028	3064	3090
0		O	O	-	0	1073	1122	3063	3091
0	Die	O	O	-	0	1073	1122	3063	3091
0	neue	O	O	-	0	1150	1209	3071	3091
0	Würde	O	O	-	0	1236	1326	3064	3092
0	Hauptverdienſte	O	O	-	0	272	483	3026	3061
0	ſind	O	O	-	0	500	550	3028	3060
0	jedenfalls	O	O	-	0	568	697	3028	3060
0	diejenigen	O	O	-	0	714	854	3028	3062
0	,	O	O	-	0	714	854	3028	3062
0	welche	O	O	-	0	877	959	3030	3061
0	ſein	O	O	-	0	976	1024	3030	3060
0	Hauptbuchhalter	O	O	-	0	1041	1260	3030	3062
0	ihm	O	O	-	0	1277	1325	3031	3062
0	wird	O	O	-	0	272	334	3092	3120
0	wohl	O	O	-	0	367	433	3093	3124
0	ſehr	O	O	-	0	452	518	3092	3127
0	genehm	O	O	-	0	551	667	3094	3126
0	,	O	O	-	0	551	667	3094	3126
0	die	O	O	-	0	701	738	3094	3122
0	damit	O	O	-	0	765	844	3093	3122
0	verbundene	O	O	-	0	871	1020	3095	3123
0	Bürde	O	O	-	0	1048	1131	3096	3124
0	aber	O	O	-	0	1165	1221	3098	3124
0	wenig	O	O	-	0	1247	1325	3097	3129
0	bequem	O	O	-	0	271	369	3125	3157
0	ſein	O	O	-	0	386	443	3125	3156
0	.	O	O	-	0	386	443	3125	3156
0		O	O	-	0	477	534	3126	3153
0	Man	O	O	-	0	477	534	3126	3153
0	hat	O	O	-	0	534	600	3127	3158
0	denn	O	O	-	0	602	681	3127	3154
0	auch	O	O	-	0	684	773	3128	3160
0	ſofort	O	O	-	0	792	868	3126	3158
0	daran	O	O	-	0	883	961	3128	3155
0	gedacht	O	O	-	0	979	1079	3129	3160
0	,	O	O	-	0	979	1079	3129	3160
0	ihm	O	O	-	0	1106	1157	3129	3160
0	einen	O	O	-	0	1183	1241	3129	3156
0	tüch	O	O	-	0	1242	1326	3130	3160
0	—	O	O	-	0	1242	1326	3130	3160
0	tigen	O	O	-	0	273	337	3156	3189
0	arbeitsluſtigen	O	O	-	0	366	560	3157	3190
0	Unterſtaats⸗	O	O	-	0	588	870	3158	3190
0	Sekretär	O	O	-	0	588	870	3158	3190
0	an	O	O	-	0	898	930	3167	3187
0	die	O	O	-	0	946	991	3159	3188
0	Seite	O	O	-	0	1001	1072	3160	3188
0	zu	O	O	-	0	1100	1129	3168	3193
0	ſtellen	O	O	-	0	1157	1248	3161	3192
0	,	O	O	-	0	1157	1248	3161	3192
0	und	O	O	-	0	1278	1326	3162	3189
0	zum	O	O	-	0	270	324	3554	3581
0	Deputirten	O	O	-	0	343	489	3548	3580
0	wählen	O	O	-	0	507	602	3548	3581
0	ließ	O	O	-	0	620	667	3549	3580
0	und	O	O	-	0	686	742	3549	3581
0	,	O	O	-	0	686	742	3549	3581
0	gleichſam	O	O	-	0	760	882	3550	3582
0	wie	O	O	-	0	899	944	3552	3579
0	in	O	O	-	0	967	992	3551	3579
0	eine	O	O	-	0	1010	1060	3552	3580
0	Beſſerungsanſtalt	O	O	-	0	1077	1321	3553	3585
0	,	O	O	-	0	1077	1321	3553	3585
0	ins	O	O	-	0	269	311	3580	3609
0	Parlament	O	O	-	0	329	464	3580	3614
0	ſchickte	O	O	-	0	467	585	3581	3613
0	.	O	O	-	0	467	585	3581	3613
0		O	O	-	0	631	680	3582	3610
0	Ein	O	O	-	0	631	680	3582	3610
0	mehr	O	O	-	0	709	761	3583	3615
0	pikantes	O	O	-	0	763	901	3584	3616
0	als	O	O	-	0	929	970	3585	3611
0	wahrſcheinliches	O	O	-	0	988	1200	3585	3617
0	Gerücht	O	O	-	0	1219	1321	3587	3617
0	zu	O	O	-	0	266	297	3817	3844
0	ſchaffen	O	O	-	0	308	418	3810	3844
0	,	O	O	-	0	308	418	3810	3844
0	und	O	O	-	0	436	486	3813	3839
0	der	O	O	-	0	511	552	3812	3840
0	mit	O	O	-	0	577	623	3812	3840
0	eiſernem	O	O	-	0	648	759	3812	3843
0	Fleiß	O	O	-	0	777	850	3812	3846
0	daran	O	O	-	0	877	955	3815	3842
0	gearbeitet	O	O	-	0	981	1107	3816	3848
0	hat	O	O	-	0	1125	1173	3817	3848
0	,	O	O	-	0	1125	1173	3817	3848
0	den	O	O	-	0	1199	1244	3817	3845
0	Ruf	O	O	-	0	1270	1321	3817	3848
0	bdieſer	O	O	-	0	266	339	3842	3876
0	Spezialität	O	O	-	0	354	507	3842	3877
0	auf	O	O	-	0	533	577	3845	3875
0	eine	O	O	-	0	602	652	3845	3873
0	ſolide	O	O	-	0	670	741	3845	3876
0	Baſis	O	O	-	0	758	835	3845	3878
0	zu	O	O	-	0	859	888	3854	3879
0	ſtellen	O	O	-	0	906	994	3847	3878
0	.	O	O	-	0	906	994	3847	3878
0		O	O	-	0	1027	1080	3848	3876
0	Der	O	O	-	0	1027	1080	3848	3876
0	ehemalige	O	O	-	0	1097	1226	3849	3881
0	Gom	O	O	-	0	1244	1321	3850	3879
0	—	O	O	-	0	1244	1321	3850	3879
0	—	O	O	-	0	313	346	4031	4036
0	Von	O	O	-	0	363	433	4016	4044
0	Robert	B-PER	O	-	0	449	568	4017	4045
0	Hamerling	I-PER	O	-	0	589	754	4018	4052
0	erſcheint	O	O	-	0	762	910	4019	4052
0	demnächſt	O	O	-	0	935	1065	4020	4051
0	ein	O	O	-	0	1091	1128	4021	4048
0	neues	O	O	-	0	1155	1229	4024	4049
0	fünf	O	O	-	0	1257	1322	4021	4052
0	—	O	O	-	0	1257	1322	4021	4052
0	aktiges	O	O	-	0	266	356	4049	4083
0	Luſtſpiel	O	O	-	0	375	488	4050	4082
0	im	O	O	-	0	508	541	4051	4078
0	Druck	O	O	-	0	559	644	4051	4083
0	,	O	O	-	0	559	644	4051	4083
0	das	O	O	-	0	670	717	4052	4079
0	den	O	O	-	0	744	789	4051	4080
0	Titel	O	O	-	0	807	873	4052	4080
0	„	O	O	-	0	892	972	4052	4085
0	Lord	B-PER	O	-	0	892	972	4052	4085
0	Lucifer	I-PER	O	-	0	988	1099	4053	4084
0	“	I-PER	O	-	0	988	1099	4053	4084
0	führt	O	O	-	0	1123	1200	4053	4085
0	.	O	O	-	0	1123	1200	4053	4085
0		O	O	-	0	1232	1321	4054	4085
0	Jeden	O	O	-	0	1232	1321	4054	4085
0	—	O	O	-	0	1232	1321	4054	4085
0	falls	O	O	-	0	264	326	4082	4112
0	eine	O	O	-	0	350	399	4082	4110
0	intereſſante	O	O	-	0	418	568	4084	4116
0	Erſcheinung	O	O	-	0	584	754	4084	4118
0	,	O	O	-	0	584	754	4084	4118
0	auf	O	O	-	0	779	824	4087	4118
0	die	O	O	-	0	849	885	4086	4113
0	wir	O	O	-	0	911	958	4085	4114
0	eingehend	O	O	-	0	983	1112	4086	4119
0	zurückkommen	O	O	-	0	1135	1320	4087	4119
0	werden	O	O	-	0	264	366	4116	4142
0	.	O	O	-	0	264	366	4116	4142
0		O	O	-	0	314	360	4165	4198
0	Læ	O	O	-	0	314	360	4165	4198
0	.	O	O	-	0	314	360	4165	4198
0		O	O	-	0	378	446	4165	4194
0	Aus	O	O	-	0	378	446	4165	4194
0	Paris	B-LOC	O	-	0	464	566	4166	4199
0	wird	O	O	-	0	584	647	4167	4195
0	gemeldet	O	O	-	0	665	789	4168	4201
0	:	O	O	-	0	665	789	4168	4201
0	„	O	O	-	0	823	918	4168	4201
0	Jules	B-PER	O	-	0	823	918	4168	4201
0	Barbier	I-PER	O	-	0	935	1049	4168	4200
0	,	O	O	-	0	935	1049	4168	4200
0	der	O	O	-	0	1073	1114	4168	4197
0	unerſchöpfliche	O	O	-	0	1130	1321	4169	4202
0	Librettiſt	O	O	-	0	263	392	4197	4229
0	,	O	O	-	0	263	392	4197	4229
0	welchem	O	O	-	0	410	517	4200	4229
0	Gounod	B-PER	O	-	0	536	653	4200	4232
0	,	O	O	-	0	536	653	4200	4232
0	Ambroiſe	B-PER	O	-	0	680	806	4200	4232
0	Thomas	I-PER	O	-	0	823	946	4202	4233
0	,	O	O	-	0	823	946	4202	4233
0	Victor	B-PER	O	-	0	976	1061	4201	4230
0	Maſſé	I-PER	O	-	0	1079	1161	4202	4234
0	u	O	O	-	0	1179	1205	4210	4230
0	.	O	O	-	0	1179	1205	4210	4230
0	A	O	O	-	0	1222	1245	4203	4230
0	.	O	O	-	0	1222	1245	4203	4230
0	ihre	O	O	-	0	1246	1320	4204	4234
0	wirkſamſten	O	O	-	0	264	421	4231	4263
0	Operntexte	O	O	-	0	439	585	4232	4266
0	zu	O	O	-	0	604	633	4240	4264
0	danken	O	O	-	0	650	740	4234	4261
0	haben	O	O	-	0	766	850	4235	4266
0	,	O	O	-	0	766	850	4235	4266
0	iſt	O	O	-	0	876	904	4234	4265
0	ſoeben	O	O	-	0	922	1003	4234	4265
0	als	O	O	-	0	1026	1067	4236	4262
0	Kandidat	O	O	-	0	1085	1209	4236	4264
0	für	O	O	-	0	1226	1268	4237	4267
0	die	O	O	-	0	1284	1319	4237	4264
0	abend	O	O	-	0	261	338	4330	4357
0	ein	O	O	-	0	356	394	4330	4357
0	älteres	O	O	-	0	423	512	4331	4358
0	und	O	O	-	0	541	591	4332	4359
0	ſchon	O	O	-	0	620	687	4332	4364
0	im	O	O	-	0	705	739	4333	4359
0	Druck	O	O	-	0	756	835	4332	4361
0	erſchienenes	O	O	-	0	862	1018	4333	4366
0	dreiaktiges	O	O	-	0	1046	1187	4334	4366
0	Luſtſpiel	O	O	-	0	1205	1319	4335	4366
0	von	O	O	-	0	262	311	4366	4390
0	Jules	B-PER	O	-	0	344	425	4362	4396
0	Barbier	I-PER	O	-	0	459	582	4364	4392
0	:	O	O	-	0	459	582	4364	4392
0	„	O	O	-	0	617	673	4365	4397
0	Un	O	O	-	0	617	673	4365	4397
0	Homme	O	O	-	0	701	806	4366	4391
0	ä	O	O	-	0	838	853	4366	4392
0	plaindre	O	O	-	0	878	1023	4366	4399
0	!	O	O	-	0	878	1023	4366	4399
0	“	O	O	-	0	878	1023	4366	4399
0		O	O	-	0	1057	1113	4366	4399
0	(	O	O	-	0	1057	1113	4366	4399
0	„	O	O	-	0	1057	1113	4366	4399
0	O	O	O	-	0	1057	1113	4366	4399
0	der	O	O	-	0	1147	1187	4368	4395
0	Bejam	O	O	-	0	1220	1319	4368	4399
0	—	O	O	-	0	1220	1319	4368	4399
0	geſchriebenen	O	O	-	0	262	432	4427	4460
0	Stückes	O	O	-	0	458	561	4429	4462
0	iſt	O	O	-	0	590	626	4429	4463
0	,	O	O	-	0	590	626	4429	4463
0	wie	O	O	-	0	655	700	4430	4459
0	man	O	O	-	0	728	786	4438	4459
0	wohl	O	O	-	0	815	869	4434	4464
0	ſchon	O	O	-	0	872	977	4433	4463
0	errathen	O	O	-	0	1005	1115	4432	4464
0	hat	O	O	-	0	1141	1191	4433	4465
0	,	O	O	-	0	1141	1191	4433	4465
0	ironiſch	O	O	-	0	1219	1317	4434	4465
0	Saaſie	O	O	-	0	254	346	5357	5387
0	ſobalb	O	O	-	0	364	446	5360	5392
0	nicht	O	O	-	0	460	523	5362	5399
0	verſichwinden	O	O	-	0	538	719	5364	5399
0	.	O	O	-	0	538	719	5364	5399
0	trauen	O	O	-	0	261	349	4652	4680
0	von	O	O	-	0	365	411	4656	4682
0	einem	O	O	-	0	428	502	4655	4685
0	Bedienten	O	O	-	0	519	652	4660	4689
0	ſogar	O	O	-	0	668	738	4661	4694
0	überreden	O	O	-	0	754	891	4661	4694
0	,	O	O	-	0	754	891	4661	4694
0	daß	O	O	-	0	916	964	4662	4695
0	ſeine	O	O	-	0	981	1042	4662	4696
0	Frau	O	O	-	0	1058	1137	4663	4696
0	,	O	O	-	0	1058	1137	4663	4696
0	die	O	O	-	0	1162	1200	4664	4691
0	er	O	O	-	0	1216	1241	4672	4692
0	doch	O	O	-	0	1259	1314	4665	4696
0	längft	O	O	-	0	262	340	4681	4718
0	als	O	O	-	0	368	409	4686	4713
0	ein	O	O	-	0	435	473	4687	4716
0	Muſter	O	O	-	0	490	584	4691	4723
0	aller	O	O	-	0	612	673	4694	4722
0	weiblichen	O	O	-	0	690	824	4694	4728
0	Tugenden	O	O	-	0	840	979	4694	4728
0	kennen	O	O	-	0	1002	1090	4695	4724
0	ſollte	O	O	-	0	1110	1184	4696	4729
0	,	O	O	-	0	1110	1184	4696	4729
0	ihn	O	O	-	0	1210	1253	4697	4735
0	mit	O	O	-	0	1270	1314	4700	4726
0	einem	O	O	-	0	262	340	4717	4745
0	Freunde	O	O	-	0	356	465	4717	4752
0	täuſche	O	O	-	0	482	578	4721	4758
0	,	O	O	-	0	482	578	4721	4758
0	ein	O	O	-	0	607	646	4727	4755
0	Verdacht	O	O	-	0	663	789	4726	4759
0	,	O	O	-	0	663	789	4726	4759
0	in	O	O	-	0	817	843	4727	4755
0	welchem	O	O	-	0	860	967	4729	4759
0	ihn	O	O	-	0	992	1034	4728	4761
0	ein	O	O	-	0	1052	1090	4729	4757
0	wohlmeinender	O	O	-	0	1113	1314	4731	4761
0	Oheim	O	O	-	0	260	361	4749	4783
0	,	O	O	-	0	260	361	4749	4783
0	um	O	O	-	0	387	429	4758	4779
0	ihn	O	O	-	0	447	487	4753	4784
0	von	O	O	-	0	514	562	4759	4782
0	ſeiner	O	O	-	0	591	665	4758	4790
0	Manie	O	O	-	0	681	769	4760	4789
0	zu	O	O	-	0	786	816	4767	4793
0	heilen	O	O	-	0	832	916	4761	4793
0	,	O	O	-	0	832	916	4761	4793
0	noch	O	O	-	0	934	989	4762	4793
0	beſtärkt	O	O	-	0	1007	1112	4761	4793
0	.	O	O	-	0	1007	1112	4761	4793
0		O	O	-	0	1146	1201	4762	4791
0	Wie	O	O	-	0	1146	1201	4762	4791
0	nun	O	O	-	0	1218	1270	4770	4791
0	in	O	O	-	0	1288	1313	4764	4792
0	Fortunatus	O	O	-	0	260	419	4781	4816
0	die	O	O	-	0	447	484	4785	4813
0	beſſere	O	O	-	0	500	580	4787	4818
0	Natur	O	O	-	0	597	680	4791	4820
0	mit	O	O	-	0	706	751	4793	4821
0	ſeinem	O	O	-	0	777	862	4793	4823
0	unſeligen	O	O	-	0	882	1001	4794	4827
0	Menſchenhaſſe	O	O	-	0	1019	1208	4794	4828
0	kämpft	O	O	-	0	1225	1313	4796	4828
0	Achtungserfolg	O	O	-	0	256	460	4913	4951
0	errang	O	O	-	0	478	572	4926	4951
0	.	O	O	-	0	478	572	4926	4951
0		O	O	-	0	312	341	4978	4983
0	—	O	O	-	0	312	341	4978	4983
0	Laube	B-PER	O	-	0	357	495	4965	4995
0	'	O	O	-	0	357	495	4965	4995
0	s	O	O	-	0	357	495	4965	4995
0	neuer	O	O	-	0	524	618	4976	4996
0	Roman	O	O	-	0	646	765	4969	4998
0	„	O	O	-	0	790	855	4974	5006
0	Die	O	O	-	0	790	855	4974	5006
0	Böhminger	O	O	-	0	871	1040	4975	5010
0	“	O	O	-	0	871	1040	4975	5010
0	dürfte	O	O	-	0	1065	1145	4976	5009
0	in	O	O	-	0	1173	1200	4978	5005
0	einigen	O	O	-	0	1217	1311	4977	5017
0	Monaten	O	O	-	0	258	381	4995	5026
0	im	O	O	-	0	400	433	4999	5027
0	Verlage	B-ORG	O	-	0	444	550	4999	5034
0	von	I-ORG	O	-	0	567	615	5006	5030
0	Hallberger	I-ORG	O	-	0	626	764	5002	5036
0	erſcheinen	O	O	-	0	765	925	5006	5039
0	.	O	O	-	0	765	925	5006	5039
0		O	O	-	0	932	996	5008	5038
0	Das	O	O	-	0	932	996	5008	5038
0	Manuſtript	O	O	-	0	1004	1159	5009	5041
0	iſt	O	O	-	0	1177	1204	5010	5039
0	bereits	O	O	-	0	1222	1310	5011	5040
0	vor	O	O	-	0	255	300	5033	5058
0	einigen	O	O	-	0	318	412	5031	5064
0	Tagen	O	O	-	0	428	516	5032	5067
0	vollſtändig	O	O	-	0	534	678	5036	5069
0	der	O	O	-	0	696	735	5037	5064
0	Verlagshandlung	O	O	-	0	752	970	5036	5072
0	eingeſchickt	O	O	-	0	972	1146	5043	5076
0	worden	O	O	-	0	1163	1270	5043	5073
0	.	O	O	-	0	1163	1270	5043	5073
0		O	O	-	0	304	337	5094	5099
0	—	O	O	-	0	304	337	5094	5099
0	Sacher⸗	O	O	-	0	362	657	5080	5117
0	Maſoch	B-PER	O	-	0	362	657	5080	5117
0	'	B-PER	O	-	0	362	657	5080	5117
0	s	B-PER	O	-	0	362	657	5080	5117
0	Operette	O	O	-	0	684	830	5086	5118
0	„	O	O	-	0	848	912	5089	5119
0	Die	O	O	-	0	848	912	5089	5119
0	Wächter	O	O	-	0	929	1039	5091	5123
0	der	O	O	-	0	1064	1104	5093	5120
0	Moral	O	O	-	0	1121	1224	5093	5121
0	“	O	O	-	0	1121	1224	5093	5121
0	wird	O	O	-	0	1249	1310	5093	5122
0	fre	O	O	-	0	251	303	5177	5240
0	dt	O	O	-	0	305	371	5178	5245
0	nbeit	O	O	-	0	369	453	5180	5242
0	und	O	O	-	0	480	531	5183	5211
0	ihr	O	O	-	0	559	599	5183	5216
0	Talent	O	O	-	0	615	706	5183	5213
0	gleich	O	O	-	0	733	806	5186	5220
0	voriheilhaft	O	O	-	0	834	989	5186	5221
0	bekannte	O	O	-	0	1010	1123	5192	5220
0	Olma	B-PER	O	-	0	1139	1219	5191	5221
0	ſingt	B-PER	O	-	0	1247	1309	5193	5226
0	nen	O	O	-	0	254	296	5325	5350
0	Titel	O	O	-	0	315	380	5327	5356
0	entlehnt	O	O	-	0	397	506	5331	5365
0	hat	O	O	-	0	520	571	5331	5364
0	,	O	O	-	0	520	571	5331	5364
0	macht	O	O	-	0	583	665	5334	5365
0	gute	O	O	-	0	681	737	5337	5367
0	Häuſer	O	O	-	0	752	846	5334	5369
0	und	O	O	-	0	870	921	5338	5366
0	dürfte	O	O	-	0	938	1017	5337	5371
0	aus	O	O	-	0	1041	1091	5341	5367
0	der	O	O	-	0	1109	1151	5339	5368
0	Dresdener	O	O	-	0	1167	1308	5340	5370
0	Akademie	O	O	-	0	263	389	4263	4292
0	aufgetreten	O	O	-	0	407	553	4265	4298
0	und	O	O	-	0	582	640	4267	4298
0	,	O	O	-	0	582	640	4267	4298
0	um	O	O	-	0	669	701	4273	4294
0	ſeine	O	O	-	0	703	788	4266	4297
0	Bewerbung	O	O	-	0	805	957	4267	4300
0	zu	O	O	-	0	974	1004	4275	4300
0	unterſtützen	O	O	-	0	1020	1181	4268	4300
0	,	O	O	-	0	1020	1181	4268	4300
0	hat	O	O	-	0	1211	1253	4269	4300
0	der	O	O	-	0	1281	1320	4270	4297
0	ihm	O	O	-	0	263	313	4296	4329
0	befreundete	O	O	-	0	332	479	4297	4328
0	Direktor	O	O	-	0	496	611	4299	4327
0	des	O	O	-	0	628	672	4300	4326
0	Odeon⸗	B-ORG	O	-	0	690	934	4299	4332
0	Theaters	I-ORG	O	-	0	690	934	4299	4332
0	auf	O	O	-	0	961	1005	4302	4330
0	dieſer	O	O	-	0	1031	1102	4301	4332
0	Bühne	O	O	-	0	1125	1213	4300	4332
0	Sonn	O	O	-	0	1232	1319	4302	4330
0	—	O	O	-	0	1232	1319	4302	4330
0	mernswerthe	O	O	-	0	260	477	4396	4428
0	!	O	O	-	0	260	477	4396	4428
0	“	O	O	-	0	260	477	4396	4428
0	)	O	O	-	0	260	477	4396	4428
0	in	O	O	-	0	512	539	4396	4424
0	Szene	O	O	-	0	573	655	4396	4431
0	gehen	O	O	-	0	682	763	4398	4431
0	laſſen	O	O	-	0	797	886	4398	4431
0	.	O	O	-	0	797	886	4398	4431
0		O	O	-	0	912	966	4399	4427
0	Der	O	O	-	0	912	966	4399	4427
0	Titel	O	O	-	0	998	1066	4398	4427
0	des	O	O	-	0	1099	1142	4400	4428
0	in	O	O	-	0	1176	1203	4400	4428
0	Verſen	O	O	-	0	1230	1317	4401	4432
0	einem	O	O	-	0	261	338	4522	4551
0	galligen	O	O	-	0	380	502	4527	4561
0	,	O	O	-	0	380	502	4527	4561
0	peſſimiſtiſchen	O	O	-	0	553	736	4529	4562
0	Temperament	O	O	-	0	768	956	4529	4563
0	ausgeſtattet	O	O	-	0	996	1169	4531	4564
0	,	O	O	-	0	996	1169	4531	4564
0	welches	O	O	-	0	1218	1315	4534	4564
0	ihm	O	O	-	0	263	312	4553	4584
0	ſein	O	O	-	0	337	384	4555	4588
0	ſo	O	O	-	0	409	434	4560	4591
0	geſegnetes	O	O	-	0	443	594	4560	4595
0	Daſein	O	O	-	0	612	704	4559	4595
0	verleidet	O	O	-	0	721	831	4563	4590
0	und	O	O	-	0	858	907	4564	4591
0	ihn	O	O	-	0	925	968	4564	4597
0	in	O	O	-	0	978	1015	4564	4592
0	der	O	O	-	0	1031	1072	4564	4592
0	krankhaften	O	O	-	0	1089	1240	4564	4597
0	Ein	O	O	-	0	1257	1317	4566	4595
0	—	O	O	-	0	1257	1317	4566	4595
0	bildung	O	O	-	0	262	362	4585	4620
0	erhält	O	O	-	0	380	472	4592	4627
0	,	O	O	-	0	380	472	4592	4627
0	daß	O	O	-	0	498	547	4592	4627
0	er	O	O	-	0	565	590	4602	4622
0	der	O	O	-	0	607	648	4595	4623
0	unglücklichſte	O	O	-	0	665	838	4596	4628
0	aller	O	O	-	0	857	918	4597	4625
0	Sterblichen	O	O	-	0	934	1086	4595	4629
0	ſei	O	O	-	0	1103	1142	4597	4629
0	.	O	O	-	0	1103	1142	4597	4629
0		O	O	-	0	1175	1198	4598	4626
0	Er	O	O	-	0	1175	1198	4598	4626
0	ärgert	O	O	-	0	1199	1315	4598	4631
0	,	O	O	-	0	1199	1315	4598	4631
0	ereifert	O	O	-	0	263	363	4618	4652
0	,	O	O	-	0	263	363	4618	4652
0	entrüſtet	O	O	-	0	389	499	4625	4657
0	ſich	O	O	-	0	527	568	4625	4660
0	über	O	O	-	0	586	644	4628	4656
0	Alles	O	O	-	0	660	732	4628	4656
0	und	O	O	-	0	758	808	4629	4656
0	läßt	O	O	-	0	833	886	4628	4662
0	ſich	O	O	-	0	911	959	4629	4663
0	in	O	O	-	0	971	997	4629	4663
0	ſeinem	O	O	-	0	1006	1100	4629	4663
0	finſteren	O	O	-	0	1117	1228	4630	4663
0	Miß	O	O	-	0	1246	1316	4628	4664
0	—	O	O	-	0	1246	1316	4628	4664
0	und	O	O	-	0	259	293	4821	4844
0	ſchließlich	O	O	-	0	295	451	4816	4850
0	den	O	O	-	0	469	513	4819	4846
0	Sieg	O	O	-	0	531	592	4820	4853
0	gewinnt	O	O	-	0	610	715	4826	4854
0	—	O	O	-	0	732	763	4840	4844
0	dieſe	O	O	-	0	781	840	4826	4857
0	pſychologiſche	O	O	-	0	862	1043	4826	4861
0	Entwicklung	O	O	-	0	1060	1223	4828	4861
0	bildet	O	O	-	0	1242	1314	4829	4858
0	den	O	O	-	0	258	303	4847	4876
0	Stoff	O	O	-	0	321	393	4848	4883
0	des	O	O	-	0	418	461	4851	4879
0	an	O	O	-	0	479	512	4860	4880
0	Haudlung	O	O	-	0	529	660	4853	4887
0	armen	O	O	-	0	676	767	4865	4891
0	,	O	O	-	0	676	767	4865	4891
0	aber	O	O	-	0	796	852	4859	4887
0	mit	O	O	-	0	880	924	4859	4888
0	feinem	O	O	-	0	942	1030	4860	4893
0	moraliſchen	O	O	-	0	1047	1200	4861	4893
0	Gefühl	O	O	-	0	1214	1312	4861	4893
0	und	O	O	-	0	257	308	4881	4909
0	in	O	O	-	0	337	361	4883	4910
0	ſauberer	O	O	-	0	390	499	4883	4915
0	Poetik	O	O	-	0	521	605	4884	4918
0	durchgeführten	O	O	-	0	632	827	4887	4924
0	Stücks	O	O	-	0	850	954	4891	4926
0	,	O	O	-	0	850	954	4891	4926
0	welches	O	O	-	0	982	1082	4894	4926
0	einen	O	O	-	0	1105	1173	4894	4922
0	ehrbaren	O	O	-	0	1196	1312	4895	4927
0	zerſt	O	O	-	0	253	329	5113	5145
0	in	O	O	-	0	354	380	5113	5142
0	Veſt	O	O	-	0	397	462	5114	5147
0	,	O	O	-	0	397	462	5114	5147
0	und	O	O	-	0	488	539	5117	5144
0	zwar	O	O	-	0	557	623	5123	5149
0	bereits	O	O	-	0	647	735	5119	5147
0	im	O	O	-	0	760	794	5119	5147
0	Januar	O	O	-	0	811	922	5119	5154
0	,	O	O	-	0	811	922	5119	5154
0	zur	O	O	-	0	948	991	5131	5157
0	Aufführung	O	O	-	0	1007	1166	5125	5158
0	kommen	O	O	-	0	1195	1310	5126	5155
0	.	O	O	-	0	1195	1310	5126	5155
0		O	O	-	0	251	366	5143	5175
0	Direltor	O	O	-	0	251	366	5143	5175
0	Robert	B-PER	O	-	0	383	474	5147	5176
0	Müller	I-PER	O	-	0	493	588	5149	5178
0	hat	O	O	-	0	617	660	5151	5181
0	dieſelbe	O	O	-	0	687	782	5152	5187
0	glänzend	O	O	-	0	796	924	5153	5187
0	ausgeſtattet	O	O	-	0	951	1117	5158	5191
0	.	O	O	-	0	951	1117	5158	5191
0		O	O	-	0	1163	1212	5158	5187
0	Die	O	O	-	0	1163	1212	5158	5187
0	durch	O	O	-	0	1240	1310	5160	5192
0	—	O	O	-	0	300	331	5265	5292
0	„	O	O	-	0	350	450	5263	5294
0	Eine	O	O	-	0	350	450	5263	5294
0	ſchwarze	O	O	-	0	478	622	5264	5300
0	Venus	O	O	-	0	650	791	5266	5302
0	“	O	O	-	0	650	791	5266	5302
0	,	O	O	-	0	650	791	5266	5302
0	die	O	O	-	0	819	856	5269	5298
0	Novität	O	O	-	0	878	981	5270	5299
0	des	O	O	-	0	1008	1052	5271	5300
0	Louiſenſtuͤdtiſchen	O	O	-	0	1069	1308	5273	5307
0	Theaters	O	O	-	0	256	384	5290	5327
0	,	O	O	-	0	256	384	5290	5327
0	die	O	O	-	0	401	439	5296	5325
